,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
19085,0,0.289542902,61,0,0.507123219,4000.0,10,0,2,0,0.0
124082,0,0.89297961,53,0,2640.0,6670.22123739,15,0,1,0,2.0
80653,0,0.064196281,74,0,0.36614258,4642.0,12,0,1,0,0.0
121305,0,0.169460839,50,0,0.161451308,7413.0,12,0,1,0,3.0
10807,0,0.166935388,57,0,6773.0,0.0,14,0,2,0,0.0
99149,0,0.05331327,52,0,0.191121776,8334.0,6,0,1,0,0.0
28465,0,0.107329567,78,0,0.041635838,14866.0,11,0,1,0,0.0
100575,0,0.001356852,52,0,0.529883844,4734.0,7,0,2,0,2.0
92925,0,0.002034602,72,0,0.001070664,7471.0,12,0,0,0,0.0
86574,0,0.792523952,37,0,1210.5,1.0,6,0,1,0,3.0
72552,0,0.9999999,61,0,0.254935622,1164.0,2,0,0,0,0.0
21337,0,0.559369136,37,0,0.349334601,4207.0,17,0,0,0,0.0
24300,0,0.183747134,35,0,0.05473584,2100.0,6,0,0,0,0.0
111387,0,0.0231954,76,0,0.04799616,8333.0,6,0,0,0,0.0
102719,0,0.831755766,32,0,0.273121146,6000.0,4,0,1,0,1.0
148126,0,0.007408754,76,0,0.002332945,6000.0,3,0,1,0,0.0
76482,0,0.003869732,55,0,0.213432587,18000.0,13,0,1,0,0.0
110704,0,0.206428725,41,0,0.599736957,2280.0,9,0,1,0,0.0
64452,0,0.889852932,44,0,0.078080229,5583.0,5,0,0,0,0.0
119472,0,0.440998474,58,0,0.020281789,39887.0,6,0,0,0,3.0
72234,0,0.9500998,21,0,0.011656953,1200.0,1,0,0,0,0.0
11101,0,0.088491151,30,0,1593.0,6670.22123739,5,0,2,0,0.0
63972,0,0.020610714,62,0,431.0,6670.22123739,9,0,0,0,0.0
132411,0,0.156286582,61,0,1090.0,6670.22123739,4,0,2,0,0.757222267861
105451,0,0.538461538,21,0,8.0,1.0,1,0,0,0,0.0
131237,0,0.494744947,51,0,0.482866044,8666.0,23,0,3,0,0.0
124588,0,0.037588497,43,0,0.167287978,2145.0,6,0,0,0,0.0
80880,0,0.235524174,63,0,0.299534961,12041.0,18,0,2,0,0.0
148854,0,0.060573486,59,0,0.182255771,9140.0,2,0,1,0,0.0
147046,0,0.027042414,70,0,1024.0,6670.22123739,10,0,2,0,0.0
123416,0,0.011452665,29,0,0.119902969,8656.0,5,0,1,0,1.0
46134,0,0.002763097,44,0,492.0,6670.22123739,9,0,1,0,0.0
71074,0,0.30720095,59,0,0.218169698,10500.0,15,0,1,0,0.0
114107,0,0.001496395,43,4,0.492458005,5833.0,8,1,1,3,0.0
109127,0,0.019431377,56,0,0.180409519,3613.0,7,0,1,0,1.0
99029,0,0.043214578,80,0,0.228461723,4166.0,7,0,2,0,0.0
25301,0,0.240219587,59,0,2849.0,6670.22123739,10,0,2,0,3.0
104023,0,0.053177371,60,0,0.049603175,1007.0,7,0,0,0,0.0
67142,0,0.405048964,73,0,3633.0,6670.22123739,13,0,1,0,0.0
41944,0,0.012564671,60,0,0.51995667,12000.0,6,0,4,0,1.0
80154,0,0.622068897,28,0,0.260695722,2500.0,5,0,0,0,0.0
112786,0,0.216918872,50,0,0.058392214,7500.0,3,0,0,0,2.0
64580,0,0.051704881,77,0,0.006497175,3539.0,2,0,0,0,0.0
123950,0,0.0,34,0,1.263554217,3983.0,10,0,3,0,2.0
13240,0,0.029697941,32,0,0.17299135,20000.0,6,0,2,0,0.0
78384,0,0.971503562,31,0,0.403514087,3300.0,7,0,0,0,3.0
26999,0,0.060503231,65,0,0.267288785,6000.0,13,0,3,0,1.0
27545,0,0.204753481,32,0,0.015796841,5000.0,3,0,0,0,3.0
81275,0,0.0,24,0,510.0,0.0,3,0,0,0,0.0
148706,0,0.143022552,39,0,2422.0,6670.22123739,6,0,2,0,4.0
44002,0,0.008350896,61,0,2190.0,6670.22123739,11,0,3,0,1.0
142338,0,0.049530031,51,0,0.09680823,3790.0,2,0,0,0,0.0
88777,0,0.21056844,69,0,2.923460899,600.0,25,0,0,0,0.0
134537,0,0.921215757,38,0,0.08886027,1552.0,1,0,0,0,0.0
145507,0,0.725709716,63,0,0.012029405,4488.0,2,1,0,0,0.0
5318,0,0.149935484,34,0,0.473755965,4400.0,12,0,2,0,3.0
123725,0,0.0,86,0,0.0,6670.22123739,1,0,0,0,0.757222267861
39706,0,0.531069032,47,0,0.997933382,8225.0,18,0,4,0,3.0
16025,0,0.479163694,92,0,0.493077349,5416.0,11,0,2,0,0.0
55472,0,0.285878301,54,0,286.0,6670.22123739,4,0,0,0,1.0
18314,0,0.419833214,30,0,0.468623935,4461.0,8,0,1,0,0.0
1538,0,0.056334303,63,0,4542.0,6670.22123739,12,0,3,0,0.0
49245,0,0.021525537,40,0,0.311672082,4000.0,19,0,2,0,2.0
84112,0,0.226036203,59,1,0.213894444,11500.0,15,0,1,0,2.0
121901,0,0.465537928,27,0,0.190615836,3750.0,6,0,0,0,0.0
64373,0,0.09660391,43,0,0.393814158,7500.0,14,0,1,0,3.0
58420,0,0.112621594,50,0,1858.0,6670.22123739,9,0,2,0,0.0
3675,0,0.07015966,70,0,0.4,3919.0,13,0,2,0,1.0
72807,0,0.137673945,58,0,186.0,6670.22123739,2,0,0,0,0.0
33540,0,0.019477487,47,0,0.00499875,4000.0,4,0,0,0,0.0
139088,0,0.036144127,70,0,0.270634736,4300.0,16,0,0,0,2.0
144611,0,0.149396265,31,0,0.598100475,4000.0,5,0,2,0,0.0
93262,0,0.481070271,35,1,0.809860369,5800.0,8,0,3,0,1.0
113779,0,0.9999999,51,0,0.311971639,3666.0,2,0,0,0,1.0
101341,0,0.026140703,34,0,1681.0,6670.22123739,7,0,1,0,0.0
20357,0,0.0,37,0,0.449179424,7250.0,6,0,2,0,0.0
143895,0,0.624829557,35,0,0.161867365,4583.0,6,0,0,0,0.0
111942,0,0.030240591,84,0,0.016521739,1149.0,2,0,0,0,0.0
21878,0,0.104465072,70,0,0.046754845,3250.0,3,0,0,0,0.0
45777,0,0.00243525,41,0,0.304122253,10600.0,11,0,3,0,0.0
51476,0,0.9999999,55,2,31.0,6670.22123739,0,1,0,0,0.0
110334,0,0.0,47,0,0.432795315,7000.0,14,0,1,0,0.0
77221,0,0.166247339,60,0,0.168262072,4700.0,4,0,0,0,0.0
135268,0,0.058467029,57,0,0.118019995,4100.0,11,0,0,0,1.0
110463,0,0.135209968,58,0,536.0,6670.22123739,3,0,0,0,0.0
85039,0,0.676256132,68,0,0.307981047,16250.0,8,0,2,0,0.0
31696,0,0.183085055,47,0,0.814069038,3823.0,9,0,2,0,1.0
6289,0,0.099537932,45,0,0.33427762,6000.0,18,0,2,0,0.0
38158,0,0.051419048,37,0,3205.0,6670.22123739,4,0,1,0,0.0
58410,0,0.208754104,69,1,0.337115714,7578.0,20,1,1,0,1.0
22600,0,0.009430997,65,0,0.404926108,2029.0,9,0,1,0,1.0
56165,0,0.056539574,60,0,0.281849194,8500.0,10,0,1,0,0.0
59361,0,0.23025491,26,0,0.193771014,5650.0,5,0,1,0,2.0
84641,0,0.541826377,39,0,0.681296706,9500.0,18,0,3,0,6.0
14404,0,0.0,77,0,0.0,6670.22123739,3,0,0,0,0.0
36937,0,0.948217119,49,0,0.678390749,4150.0,10,0,0,0,0.0
31681,0,0.017310541,57,0,0.312468753,10000.0,24,0,1,0,0.0
78670,0,0.138215446,44,0,16.0,6670.22123739,3,0,0,0,0.0
139859,0,0.851305475,37,0,0.538131962,3500.0,10,0,1,0,3.0
107388,0,0.9999999,47,1,957.0,6670.22123739,2,1,0,1,0.0
116867,0,0.002630475,65,0,0.302473262,2991.0,21,0,1,0,0.0
144134,0,0.159262784,68,0,0.119200467,6853.0,12,0,0,0,0.0
50599,0,0.664401531,60,0,0.486171367,7375.0,9,1,3,1,0.0
2910,0,0.08012852,57,0,0.119214586,2851.0,5,0,0,0,2.0
145923,0,0.050697591,53,1,0.339516012,6900.0,12,0,1,0,1.0
75174,0,0.030684365,37,1,5.0,6670.22123739,2,0,0,0,0.0
44845,0,0.0,83,0,0.215049073,4584.0,4,0,1,0,0.0
132506,0,0.965968344,40,0,0.577979206,3750.0,9,0,0,0,0.0
65722,0,0.139949336,37,0,0.213891081,3800.0,15,0,0,0,4.0
135530,0,0.9999999,24,1,0.00660793,907.0,4,1,0,0,0.0
21177,0,0.000690767,69,0,0.151611244,11667.0,8,0,1,0,0.0
140952,0,0.112581749,55,0,0.236745629,7091.0,13,0,1,0,0.0
25949,0,0.084311352,46,0,0.011883803,4543.0,6,0,0,0,0.0
60608,0,0.601231514,31,0,4990.0,6670.22123739,12,0,2,0,0.0
96952,0,0.028131458,50,0,1190.0,6670.22123739,10,0,2,0,0.0
117264,0,0.998001,33,0,0.341370185,3400.0,7,0,1,0,0.0
2472,0,0.003148802,43,0,1243.0,6670.22123739,9,0,2,0,0.0
62411,0,0.109990834,64,0,2498.0,6670.22123739,3,0,1,0,0.0
75868,0,0.162734906,58,0,0.005997001,2000.0,3,1,0,0,0.0
137980,0,0.50989802,30,0,0.077922078,1000.0,1,0,0,0,0.0
99881,0,0.025136017,59,0,555.0,6670.22123739,11,0,0,0,0.0
42974,0,0.191114904,71,0,0.110788582,6200.0,8,0,1,1,0.0
46614,0,0.0,45,0,0.382042996,14233.0,8,0,2,0,2.0
79081,0,0.063055885,61,0,1.923076923,1000.0,8,0,1,0,0.0
70123,0,0.125343007,49,0,0.289261529,3100.0,12,0,1,0,1.0
27218,0,0.057547123,40,0,0.246459481,5083.0,7,0,2,0,0.0
43002,0,0.739679436,69,0,0.317536301,12533.0,9,0,2,0,0.0
8674,0,0.127492374,64,1,6616.0,6670.22123739,12,0,3,1,0.0
132147,0,0.0,39,0,0.399244612,4500.0,9,0,0,0,3.0
6752,0,0.922362869,40,1,0.0569552,10200.0,6,0,0,0,2.0
17763,0,0.022646007,47,0,0.231442139,4000.0,6,0,0,0,4.0
5218,0,0.003861098,78,0,0.278979826,9566.0,16,0,2,0,0.0
27798,0,0.225546794,53,0,8013.0,6670.22123739,14,0,4,0,2.0
21854,0,0.409459054,39,1,0.485135491,3800.0,10,0,1,0,0.0
75444,0,0.901930168,65,0,0.647896879,4421.0,14,0,1,0,0.0
95909,0,0.3316745,52,0,0.323426101,3700.0,8,0,2,0,0.0
134976,0,0.584210329,50,0,0.190307049,12668.0,10,0,2,1,0.0
50492,0,0.96530347,40,1,0.540447191,5500.0,7,0,1,0,3.0
33208,0,0.420623175,50,0,0.753861161,6150.0,10,0,2,0,1.0
30292,0,0.996454906,25,0,0.316677077,1600.0,3,0,0,0,0.0
125178,0,0.0,63,0,0.2904375,15999.0,24,0,2,0,0.0
121476,0,0.9999999,52,0,1451.0,6670.22123739,8,0,1,0,0.0
111436,0,0.0,35,0,0.281830628,5112.0,11,0,1,0,0.0
98326,0,0.018819655,79,0,0.029656781,3000.0,11,0,0,0,1.0
10698,0,0.817460194,60,0,0.407307318,9250.0,10,0,2,0,0.0
3986,0,0.9999999,35,0,0.025589764,2500.0,1,1,0,0,1.0
59167,0,0.553757977,62,0,0.829109509,4300.0,14,0,2,0,0.0
23506,0,0.232050788,62,0,2941.0,6670.22123739,7,0,2,0,1.0
4108,0,0.034699133,68,0,0.186703324,4000.0,7,0,1,0,0.0
57498,0,0.57612068,48,1,0.541947336,3265.0,10,0,1,0,0.0
118027,0,0.0,61,0,1456.0,6670.22123739,7,0,1,0,0.757222267861
29967,0,0.038145005,78,0,0.345663584,4000.0,29,0,3,0,0.0
143032,0,0.01390633,41,0,0.001463964,8879.0,3,0,0,0,2.0
91027,0,0.104653837,61,0,2054.0,6670.22123739,14,0,1,0,0.0
27209,0,0.878971646,76,1,0.319622387,2965.0,6,0,2,0,1.0
49938,0,0.250964621,50,0,0.177220569,4705.0,7,0,0,0,1.0
93489,0,0.573067195,56,0,0.314171457,4000.0,6,0,0,0,0.0
61871,0,0.859194619,52,2,0.434240886,6500.0,13,0,1,0,1.0
36430,0,0.057676185,81,1,0.052408361,3300.0,14,0,0,0,0.0
87250,0,0.329788201,57,0,0.196341065,3060.0,5,0,0,0,0.0
56762,0,0.420222786,41,0,0.506574828,9581.0,9,0,2,0,0.0
138832,0,0.81774498,70,0,0.663056157,6000.0,17,0,2,0,0.0
38923,0,0.054441261,44,0,0.245134485,9145.0,7,0,1,0,3.0
147526,0,0.290265422,57,0,0.374828465,5100.0,9,0,1,0,0.0
113908,0,0.119494452,60,0,2621.0,6670.22123739,17,0,2,0,0.0
103530,0,0.861428439,53,0,0.836925128,4500.0,12,0,2,0,0.0
127588,0,0.195883982,36,0,0.068735002,5833.0,5,0,0,0,1.0
104345,0,0.017749113,42,0,0.572545918,11378.0,6,0,3,0,2.0
87564,0,0.315712035,61,0,0.576123194,6298.0,13,0,2,0,0.0
67707,0,0.023990404,30,0,0.466133467,4000.0,4,0,1,0,0.0
42380,0,0.179378255,39,0,0.250099987,7500.0,21,0,1,0,3.0
108748,0,0.185933826,39,0,0.243528941,17500.0,9,0,3,0,2.0
18663,0,0.489755122,42,0,0.171268657,2679.0,6,0,0,0,0.0
102486,0,0.9999999,54,1,0.544745484,2435.0,2,2,1,0,0.0
27886,0,0.14552902,47,0,0.353797579,5700.0,20,0,1,0,0.0
106217,0,0.20058153,54,0,0.599904777,6300.0,28,0,2,0,2.0
39367,0,1.143571286,35,0,0.23815237,5000.0,6,0,0,0,0.0
63801,0,1.02606137,44,1,4749.0,6670.22123739,10,0,2,0,0.0
144383,0,0.0,50,0,0.030881017,1100.0,3,0,0,0,0.0
34665,0,0.276037685,61,0,0.990401536,6250.0,22,0,2,0,1.0
78086,0,0.012998951,48,0,349.0,1.0,14,0,0,0,2.0
145218,0,0.0,67,0,0.025928793,7751.0,6,0,1,0,0.0
51318,0,0.258142255,50,0,0.408433866,9200.0,9,0,2,0,4.0
37641,0,0.489518959,54,0,1.141548709,1200.0,6,1,1,0,4.0
100908,0,0.263886978,73,0,0.216594469,3000.0,8,0,1,0,0.0
108594,0,0.017774523,54,0,0.237401497,15100.0,14,0,2,0,0.0
25664,0,0.02820583,66,0,1150.0,6670.22123739,8,0,1,0,1.0
20642,0,0.090381924,40,0,0.090432961,2863.0,5,0,0,0,0.0
148393,0,0.0,46,0,0.637858755,3100.0,7,0,1,0,2.0
120764,0,0.9999999,34,2,0.159935812,3738.0,3,2,0,1,2.0
33213,0,0.135280899,37,0,0.394470951,7125.0,9,0,1,0,2.0
4826,0,0.0815912,42,0,0.233220847,8000.0,9,0,2,0,0.0
72022,0,0.07306137,66,0,7571.0,6670.22123739,7,0,3,0,0.0
105458,0,0.0,66,0,20.0,6670.22123739,5,0,1,0,0.0
40770,0,0.344383986,42,0,0.243132302,9500.0,3,0,1,0,0.0
15250,0,0.229569584,60,1,0.326499906,10633.0,15,0,2,0,0.0
79825,0,0.402347245,69,0,0.11093854,4506.0,9,0,1,0,0.0
1589,0,0.273435385,48,0,0.218109655,10833.0,10,0,1,0,0.0
115911,0,0.076262176,51,0,1562.0,6670.22123739,4,0,1,0,1.0
15590,0,0.022124785,53,0,0.338295151,8598.0,5,0,2,0,2.0
78719,0,0.011033007,74,0,0.379072442,2608.0,14,0,1,0,0.0
80305,0,0.9999999,77,0,0.120391974,2142.0,2,0,0,0,0.0
144918,0,0.245290958,42,0,0.430424972,5317.0,8,0,2,0,3.0
147307,0,0.044084441,49,0,2099.0,6670.22123739,9,0,1,0,1.0
65299,0,0.01004829,40,0,0.123839452,7000.0,4,0,1,0,0.0
40109,0,0.213158998,42,0,0.151193634,15833.0,9,0,1,0,1.0
6734,0,0.047798088,48,0,0.085745926,6320.0,4,0,0,0,1.0
134993,0,0.068183982,32,0,0.160964666,5348.0,11,0,1,0,0.0
135166,0,0.133688663,76,0,0.361055578,2500.0,11,0,1,0,0.0
121011,0,0.118045722,77,0,361.0,6670.22123739,5,0,0,0,0.0
93191,0,0.18883514,40,0,0.667460489,4618.0,13,0,1,0,3.0
7091,0,0.09459253,49,0,0.09886148,5269.0,8,0,0,0,0.0
91121,0,0.007656705,59,0,1513.0,6670.22123739,5,0,1,0,0.0
49392,0,0.142022729,45,0,1.608380755,3865.0,9,0,2,0,0.0
61361,0,0.125493725,65,0,0.22191055,6416.0,2,0,1,0,0.0
10528,0,0.306956451,63,0,1.353646354,1000.0,15,0,1,0,0.0
145626,0,0.346318092,28,0,0.285061411,3500.0,4,0,0,0,0.0
121092,0,0.062025803,72,0,1431.0,6670.22123739,4,0,1,0,0.757222267861
34747,0,0.71541037,43,0,0.135305116,5882.0,11,0,0,0,1.0
2496,0,0.146229201,51,0,1.471404775,1800.0,18,0,1,0,0.0
43032,0,0.012544081,61,0,357.0,6670.22123739,10,0,0,0,1.0
15510,0,0.04678961,83,0,59.0,6670.22123739,8,0,0,0,0.0
138759,0,0.0,64,0,0.0,3616.0,8,0,0,0,0.0
6522,0,0.190054028,42,0,0.394217149,12000.0,4,0,1,0,2.0
90346,0,0.41283403,52,1,0.086436281,11950.0,8,1,1,1,1.0
115710,0,0.119371078,39,0,0.020391843,2500.0,4,0,0,0,0.0
52079,0,0.108861392,61,0,0.001733218,15000.0,1,0,0,0,0.0
73847,0,0.073162804,63,1,0.564887023,5000.0,14,0,1,0,0.0
115817,0,0.535955143,34,0,0.192955769,8545.0,5,0,0,0,0.0
105653,0,0.124948283,86,0,36.20485368,1400.0,12,0,0,0,1.0
129917,0,0.0,25,0,0.0,6670.22123739,1,0,0,0,0.757222267861
145406,0,0.062275007,59,0,2244.0,0.0,10,0,2,0,0.0
42886,0,0.073785243,46,0,0.290677331,4000.0,8,0,0,0,2.0
59410,0,0.028384606,66,0,0.332583371,20000.0,25,0,4,0,1.0
133571,0,0.119883523,70,0,0.030440709,2200.0,4,0,0,0,0.0
131917,0,0.009656099,53,1,0.24770455,4900.0,13,0,1,1,3.0
147423,0,0.074968264,37,1,0.506143407,5452.0,10,0,2,0,0.0
113420,0,0.926952813,61,0,1467.0,6670.22123739,5,0,1,0,0.0
122778,0,0.079420008,43,0,0.417431754,8168.0,9,0,2,0,2.0
17398,0,0.062913388,39,1,0.603198401,2000.0,10,0,1,0,0.0
68524,0,0.0,52,2,0.535771704,4975.0,6,1,1,1,0.0
38610,0,0.000499986,52,0,0.417903379,6333.0,8,0,2,0,2.0
119564,0,0.042045057,48,0,0.260983739,9900.0,14,0,1,0,1.0
82563,0,0.238639328,51,1,0.446601942,9166.0,13,0,2,0,1.0
139892,0,0.085439698,50,0,0.504146815,5666.0,5,0,1,0,3.0
67922,0,0.064615646,57,0,0.144328142,11750.0,6,0,2,0,0.0
86222,0,0.0,71,0,1514.0,6670.22123739,9,0,1,0,0.0
50401,0,0.9999999,57,0,4939.0,6670.22123739,4,0,3,0,0.0
66714,0,0.0,30,0,1602.0,6670.22123739,4,0,1,0,0.0
8624,0,0.339005757,65,0,0.140857393,8000.0,14,0,1,0,0.0
144526,0,0.087827126,54,1,0.226772004,8986.0,6,0,1,0,0.0
129596,0,0.269825784,45,0,0.883123066,4200.0,8,0,2,0,3.0
55779,0,0.60052431,59,0,0.828735632,4349.0,14,0,1,0,0.0
20755,0,0.247168554,25,0,0.003332324,3300.0,1,0,0,0,0.0
4964,0,0.316489177,46,0,0.289921466,4583.0,10,0,0,0,0.0
23990,0,0.152740634,60,0,0.249878385,6166.0,9,0,1,0,3.0
80792,0,0.078620554,76,0,0.137592789,3771.0,6,0,0,0,0.0
137115,0,0.024446964,51,0,0.24811799,6508.0,8,0,2,0,1.0
65568,0,0.063478871,60,0,72.0,6670.22123739,4,0,0,0,0.0
8750,0,0.082758106,61,0,0.24905225,6066.0,8,0,1,0,1.0
26287,0,0.203090833,50,0,0.081611275,10500.0,4,0,0,0,1.0
141110,0,0.192000702,34,0,0.86011657,1200.0,7,0,0,0,1.0
84219,0,0.369964019,60,0,0.608565239,6000.0,16,0,2,0,2.0
47780,0,0.577482686,45,0,0.05747011,9952.0,4,0,0,0,0.0
83797,0,0.43610219,42,0,0.509074546,20000.0,14,0,2,0,2.0
133346,0,0.027827106,73,0,0.133382191,2728.0,7,0,0,0,0.0
49233,0,0.129333661,47,0,0.469350412,1092.0,7,0,0,0,0.0
37413,0,0.048005199,46,0,0.353791724,6500.0,16,0,2,0,1.0
21297,0,0.005950859,59,0,0.003246982,14166.0,10,0,0,0,1.0
142801,0,0.089691753,51,0,0.007797761,7950.0,8,0,0,0,0.0
78837,0,0.131213537,74,0,0.33252291,5346.0,10,0,1,0,0.0
114134,0,0.010209076,65,0,0.319974282,4665.0,8,0,1,0,0.0
38927,0,0.662530123,68,0,1.389844062,2500.0,7,0,2,0,1.0
41214,0,0.027941207,69,0,0.237028099,5800.0,14,0,1,0,0.0
41352,0,0.908193238,55,1,0.141847011,4666.0,9,0,0,2,0.0
139542,0,0.405806066,51,0,0.526879191,8500.0,12,0,3,0,0.0
30022,0,0.347176468,37,2,0.185305592,3075.0,10,0,0,0,0.0
99469,0,0.337239209,64,2,0.487681971,12501.0,9,0,2,1,1.0
90268,0,0.007889962,49,0,0.393970588,6799.0,11,0,2,0,6.0
122662,0,0.042889094,43,0,2804.0,6670.22123739,3,0,1,0,0.0
10880,0,0.511231428,49,0,0.446506203,9430.0,10,0,2,0,2.0
81928,0,0.150304083,39,0,0.052743407,8000.0,5,0,0,0,0.0
67143,0,0.59769631,39,0,1746.0,6670.22123739,7,0,1,0,3.0
97051,0,0.084549625,63,0,0.303095752,12500.0,13,0,3,0,4.0
12784,0,0.563674874,55,1,0.211276094,18250.0,13,0,2,0,2.0
149382,0,0.079757114,86,0,619.0,6670.22123739,3,0,0,0,0.0
43526,0,0.9999999,94,0,0.0,6670.22123739,2,0,0,0,0.757222267861
108119,0,0.182573588,38,0,2009.0,6670.22123739,2,0,1,0,0.0
115161,0,0.784729474,57,0,0.129941001,70000.0,11,0,2,0,2.0
46634,0,0.9999999,79,0,0.0,6670.22123739,1,0,0,0,0.757222267861
4558,0,0.026846427,72,0,0.26563598,4268.0,12,0,2,0,0.0
119574,0,0.529852923,50,0,0.412044751,4200.0,10,0,1,0,3.0
129896,0,0.063345072,37,0,0.500249958,6000.0,4,0,2,0,3.0
13378,0,0.012064955,65,0,0.515826495,2558.0,10,0,1,0,0.0
72815,0,0.068362601,58,0,1447.0,6670.22123739,5,0,1,0,0.0
15621,0,0.237752969,54,0,0.263491106,3316.0,6,0,1,0,3.0
22715,0,0.9999999,44,0,0.0,10000.0,0,1,0,0,0.0
56712,0,0.488028053,43,0,0.547575404,6000.0,13,0,4,0,2.0
52712,0,0.607117901,43,0,0.500912329,11508.0,11,0,4,0,4.0
87517,0,0.120554965,44,4,0.214666667,7499.0,10,0,1,0,2.0
88449,0,0.005972999,79,0,0.002285497,10500.0,16,0,0,0,0.0
5662,0,0.421819025,51,0,0.15275201,3233.0,7,0,0,0,0.0
48412,0,0.000934411,44,0,1.0,6670.22123739,4,0,0,0,0.0
98328,0,0.010245801,73,0,0.001295001,3860.0,3,0,0,0,0.0
126486,0,0.170093759,44,0,126.0,6670.22123739,5,0,0,0,0.757222267861
58866,0,0.0,29,0,0.318846466,2461.0,4,0,1,0,0.0
42834,0,0.685296791,54,0,1.398001665,1200.0,11,0,1,0,1.0
34926,0,0.05919704,54,0,79.0,6670.22123739,1,0,0,0,0.757222267861
133728,0,0.134699406,56,3,0.538992892,9988.0,18,0,4,0,2.0
19363,0,0.434838062,50,1,3205.0,6670.22123739,14,0,2,0,0.0
5369,0,0.045909079,34,0,0.558007923,5300.0,10,0,1,0,1.0
141739,0,0.075561543,60,0,0.363960653,9250.0,12,0,3,0,2.0
6620,0,0.103523841,54,0,0.395445588,13700.0,14,0,2,0,0.0
35458,0,0.038974931,33,0,581.0,6670.22123739,4,0,0,0,0.0
63236,0,0.45406344,49,0,0.534669431,4340.0,12,0,1,0,0.0
115233,0,0.0,63,0,0.426729695,4653.0,8,0,1,0,0.0
53609,0,0.118100321,50,0,0.019779987,9453.0,6,0,0,0,0.0
141772,0,0.100459969,78,0,0.327809645,4706.0,6,0,2,0,1.0
78682,0,0.039406872,41,0,0.437643562,7400.0,17,0,2,0,2.0
40481,0,0.585050838,71,1,0.589148411,6892.0,9,0,3,0,0.0
135522,0,0.121486488,81,0,0.508741259,571.0,11,0,0,0,0.0
5001,0,0.009538849,70,0,0.190613087,16000.0,13,0,3,0,0.0
2019,0,0.314304201,51,0,0.440159954,3500.0,13,0,0,0,1.0
65511,0,0.40506203,51,0,0.496611488,9000.0,14,0,1,0,1.0
61860,0,0.17821706,63,1,0.453637934,5208.0,3,0,1,0,0.0
31592,0,0.9999999,75,1,1.850934508,6580.0,13,0,1,0,0.0
85090,0,0.047400448,62,0,0.271409941,6900.0,9,0,1,0,1.0
39001,0,0.007685755,47,0,0.107181824,15580.0,14,0,2,0,4.0
97634,0,0.244253669,35,1,0.088789853,5833.0,4,0,0,0,2.0
76693,0,0.211605905,77,0,0.143571286,5000.0,13,0,0,0,0.0
98005,0,0.094817299,52,0,0.150334753,11500.0,9,0,1,0,1.0
139398,0,0.087112523,43,0,0.356115601,7300.0,3,0,1,0,1.0
128478,0,0.547578649,38,0,0.43698086,2768.0,12,0,0,0,3.0
74566,0,1.565434565,35,0,0.182056452,4959.0,3,2,0,1,0.0
65530,0,0.0,73,0,1391.0,6670.22123739,5,0,1,0,0.0
72654,0,0.071276949,74,0,0.362802641,2725.0,10,0,1,0,0.0
57796,0,0.112143606,67,0,839.0,6670.22123739,4,0,1,0,0.0
81146,0,0.170209614,29,1,0.17960255,8000.0,4,0,1,1,0.0
78234,0,0.016165638,80,0,0.010379964,10500.0,12,0,1,0,0.0
15554,0,0.029859118,73,0,0.112403977,8851.0,9,0,0,0,0.0
2994,0,0.371923281,47,0,0.365726855,5000.0,7,0,0,0,0.0
63654,0,0.70905229,46,0,0.811995153,4951.0,5,0,2,0,2.0
138543,0,0.043847402,78,1,0.053151261,4759.0,7,0,0,0,0.0
62278,0,0.281935595,36,0,0.328616645,5370.0,5,0,1,0,0.0
60591,0,0.776149253,46,0,0.416633347,2500.0,7,0,0,0,2.0
67711,0,0.405220903,42,1,538.0,6670.22123739,6,0,0,0,0.0
109232,0,0.953046953,28,0,0.170471588,6000.0,10,0,0,1,0.0
121480,0,0.0,34,0,0.213615023,5111.0,10,0,0,0,0.0
127601,0,0.03159684,46,0,2513.0,6670.22123739,3,0,1,0,0.0
109090,0,0.015889619,54,0,2.787709497,2326.0,9,0,3,0,0.0
141888,0,0.000749953,30,1,0.282399143,2800.0,6,0,0,0,1.0
106308,0,0.9999999,45,0,8180.0,6670.22123739,6,0,5,0,0.0
74515,0,0.0,46,0,0.099800399,500.0,5,0,0,0,0.0
34259,0,0.834303147,46,2,0.412348562,6850.0,18,0,2,0,2.0
138932,0,0.04711911,34,0,11.0,6670.22123739,2,0,0,0,0.757222267861
86890,0,0.358582033,30,0,0.290691034,1750.0,10,0,0,0,0.0
12926,0,0.06570863,71,1,0.238609113,2501.0,25,0,1,0,0.0
18465,0,0.043495394,34,0,0.285251566,4630.0,5,0,1,0,1.0
145903,0,0.000694425,47,2,0.538730635,2000.0,7,0,1,0,1.0
71069,0,0.177813809,37,0,0.508039357,4166.0,6,0,1,0,0.0
87525,0,0.9999999,26,0,34.0,6670.22123739,1,0,0,0,0.0
60162,0,0.233485034,54,0,2638.0,6670.22123739,13,0,3,0,0.0
55066,0,0.022123475,56,0,0.435038268,10713.0,15,0,1,0,2.0
118267,0,0.029056431,62,0,0.206183835,5950.0,11,0,2,0,0.0
